"show_id","type","title","country","date_added","release_year","rating","duration","listed_in","description"
"s486","Movie","Lethal Love","null","2021-07-09 00:00:00","2021","TV-14","89 min","Thrillers","After a business owner starts receiving online threats, doubts and paranoia creep in when she reconnects with a former flame and meets a new client."
"s487","Movie","Ratchet and Clank","Hong Kong, Canada, United States","2021-07-09 00:00:00","2016","PG","94 min","Children & Family Movies, Comedies, Sci-Fi & Fantasy","Affable alien Ratchet longs to be a Galactic Ranger and might get the chance when rogue robot Clank tells him of evil Drek's plot to destroy a galaxy."
"s488","TV Show","The Cook of Castamar","null","2021-07-09 00:00:00","2021","TV-MA","1 Season","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. MÃºÃ±ez."
"s489","TV Show","Virgin River","United States","2021-07-09 00:00:00","2021","TV-14","3 Seasons","Romantic TV Shows, TV Dramas","Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what â€“ and who â€“ she finds."
"s490","Movie","Back to Q82","Kuwait, United States","2021-07-08 00:00:00","2017","TV-14","104 min","Comedies, International Movies","Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows."
"s491","TV Show","Elize Matsunaga: Once Upon a Crime","null","2021-07-08 00:00:00","2021","TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows","The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case."
"s492","Movie","Home Again","United States","2021-07-08 00:00:00","2017","PG-13","97 min","Comedies, Dramas, Romantic Movies","A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life."
"s493","Movie","Midnight Sun","United States","2021-07-08 00:00:00","2018","PG-13","91 min","Dramas, Romantic Movies","Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms."
"s494","TV Show","RESIDENT EVIL: Infinite Darkness","United States, Japan","2021-07-08 00:00:00","2021","TV-MA","1 Season","Anime Series, TV Horror, TV Thrillers","Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House."
"s495","Movie","Rock the Kasbah","United States","2021-07-08 00:00:00","2015","R","106 min","Comedies, Music & Musicals","When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents."
"s496","Movie","Awon Boyz","null","2021-07-07 00:00:00","2019","TV-MA","38 min","Documentaries, International Movies","This documentary takes a close look at the lives and passions of the men and boys who hustle or run with a gang on the streets of Lagos."
"s497","Movie","Brick Mansions","France, Canada, United States, Spain","2021-07-07 00:00:00","2014","PG-13","90 min","Action & Adventure, International Movies","An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project."
